Id,Year,Age,School,Height,Weight,Sprint_40yd,Vertical_Jump,Bench_Press_Reps,Broad_Jump,Agility_3cone,Shuttle,Player_Type,Position_Type,Position,Drafted
1940,2013,23.0,North Carolina,1.8796,141.0672271,5.07,68.58,35.0,274.32,7.78,4.84,offense,offensive_lineman,OG,1
1941,2011,22.0,TCU,1.7526,85.72895793,4.56,87.63,16.0,304.8,,,offense,backs_receivers,WR,1
1942,2015,22.0,Central Florida,1.8796,98.88313666,4.55,93.98,22.0,304.8,7.21,4.27,defense,defensive_back,SS,1
1943,2011,22.0,Mississippi St.,1.905,126.0986789,4.91,72.39,20.0,271.78,7.13,4.59,defense,defensive_lineman,DE,1
1944,2017,21.0,Ohio St.,1.8796,100.6975061,,,19.0,,7.07,4.33,offense,backs_receivers,WR,1
1945,2019,21.0,USC,1.905,139.70645,5.19,,21.0,,,,offense,offensive_lineman,OT,1
1946,2013,23.0,UCLA,1.8542,94.80080533,4.82,,,,,,special_teams,kicking_specialist,P,1
1947,2015,22.0,Florida Atlantic,1.778,84.82177319,4.37,91.44,18.0,314.96,6.96,4.26,defense,defensive_back,CB,1
1948,2015,23.0,Michigan St.,1.8542,94.34721296,4.65,100.33,,302.26,7.09,4.33,defense,defensive_back,FS,0
1949,2009,20.0,Illinois,1.8034,92.07925111,4.4,91.44,25.0,317.5,6.75,4.07,defense,defensive_back,CB,1
1950,2009,20.0,Texas Tech,1.8796,118.3876086,4.78,83.82,,284.48,7.23,4.49,defense,defensive_lineman,DE,1
1951,2017,22.0,Ohio,1.9304,122.0163475,4.7,80.01,15.0,302.26,7.27,4.35,defense,defensive_lineman,DE,1
1952,2017,21.0,Michigan,1.778,85.27536556,4.54,87.63,15.0,307.34,,,defense,defensive_back,CB,1
1953,2014,22.0,Arizona St.,1.8288,94.34721296,4.67,,,,,,offense,backs_receivers,RB,1
1954,2018,21.0,Tennessee,1.778,97.97595192,,88.9,15.0,304.8,7.13,4.51,offense,backs_receivers,RB,1
1955,2009,21.0,Ball St.,1.8542,102.5118756,4.95,67.31,,251.46,,,offense,backs_receivers,QB,1
1956,2010,22.0,USC,1.9304,117.4804238,4.71,90.17,19.0,287.02,6.99,4.57,offense,backs_receivers,TE,1
1957,2014,21.0,South Carolina,1.7526,89.35769689,4.69,85.09,20.0,299.72,7.01,4.2,defense,defensive_back,CB,0
1958,2011,21.0,Nebraska,1.8288,93.44002822,4.38,96.52,15.0,325.12,6.97,4.08,defense,defensive_back,CB,1
1959,2015,21.0,Oregon,2.0066,132.448972,5.06,86.36,24.0,297.18,7.57,4.53,defense,defensive_lineman,DE,1
1960,2019,22.0,South Carolina,1.9558,143.7887813,5.23,67.31,20.0,261.62,7.95,4.92,offense,offensive_lineman,OT,1
1961,2017,22.0,Miami (FL),1.8542,88.45051215,4.45,86.36,10.0,309.88,,,offense,backs_receivers,WR,1
1962,2016,23.0,Tulsa,1.905,99.7903214,4.53,92.71,14.0,325.12,7.3,4.33,offense,backs_receivers,WR,0
1963,2012,23.0,Kansas St.,1.8288,87.99691978,4.52,83.82,14.0,294.64,,,defense,defensive_back,CB,0
1964,2017,21.0,LSU,1.9812,140.6136347,5.15,68.58,26.0,271.78,7.89,4.81,offense,offensive_lineman,C,1
1965,2016,23.0,Texas Tech,1.9304,123.830717,5.06,80.01,20.0,287.02,7.4,4.77,defense,defensive_lineman,DE,0
1966,2010,21.0,Fresno St.,1.8288,87.54332741,4.42,111.76,7.0,320.04,6.72,4.0,defense,defensive_back,CB,0
1967,2013,22.0,William & Mary,1.778,83.46099608,4.51,102.87,14.0,335.28,6.82,3.84,defense,defensive_back,CB,1
1968,2010,,Louisville,1.8796,97.97595192,4.46,105.41,20.0,312.42,6.45,4.09,offense,backs_receivers,WR,0
1969,2010,23.0,Penn St.,1.8796,107.0477993,4.71,95.25,24.0,304.8,,,defense,line_backer,ILB,1
1970,2013,20.0,Florida,1.905,134.7169339,4.92,76.2,,269.24,7.4,4.75,defense,defensive_lineman,DT,1
1971,2019,22.0,Mississippi St.,1.8796,98.88313666,4.63,,,,,,defense,defensive_back,CB,0
1972,2016,24.0,Colorado,2.0066,146.0567431,5.39,67.31,32.0,261.62,8.55,5.15,offense,offensive_lineman,OT,0
1973,2017,23.0,Miami (FL),1.8542,97.06876718,4.51,93.98,19.0,325.12,,,defense,defensive_back,FS,1
1974,2009,23.0,Tennessee,1.9558,148.7782974,5.57,66.04,20.0,233.68,7.96,4.98,offense,offensive_lineman,OT,0
1975,2009,21.0,Alabama,1.8288,94.80080533,4.5,91.44,24.0,307.34,7.35,4.51,offense,backs_receivers,RB,1
1976,2011,23.0,Kansas St.,1.9558,156.94296,5.19,,26.0,,,,defense,defensive_lineman,DT,1
1977,2013,21.0,Wisconsin,1.9304,141.5208194,5.58,72.39,21.0,246.38,7.81,4.76,offense,offensive_lineman,C,1
1978,2014,22.0,UCLA,1.9304,106.594207,4.76,83.82,,294.64,6.99,4.25,defense,line_backer,OLB,1
1979,2014,22.0,Virginia Tech,1.9812,112.4909078,4.61,90.17,,299.72,7.05,4.18,offense,backs_receivers,QB,1
1980,2015,23.0,LSU,1.8288,102.5118756,4.83,68.58,,281.94,7.17,4.4,offense,backs_receivers,RB,1
1981,2011,23.0,Florida St.,1.8796,103.8726527,4.63,86.36,,294.64,6.85,4.09,offense,backs_receivers,QB,1
1982,2019,,Oregon,1.7526,90.26488163,4.51,82.55,18.0,292.1,7.21,4.19,defense,defensive_back,S,0
1983,2011,23.0,East Carolina,1.778,92.07925111,4.53,86.36,10.0,281.94,6.77,4.21,offense,backs_receivers,WR,1
1984,2010,22.0,Northwestern,1.905,102.0582833,4.93,81.28,,279.4,6.96,4.37,offense,backs_receivers,QB,1
1985,2009,,Michigan St.,1.905,148.324705,5.38,72.39,21.0,246.38,8.42,5.03,offense,offensive_lineman,OG,0
1986,2017,22.0,Ashland,1.9812,126.0986789,4.79,82.55,24.0,307.34,7.09,4.38,offense,backs_receivers,TE,1
1987,2019,21.0,Washington,1.8034,86.1825503,4.55,92.71,14.0,304.8,,,defense,defensive_back,CB,1
1988,2019,21.0,Michigan St.,1.8796,87.08973504,4.5,95.25,,340.36,6.9,4.09,defense,defensive_back,CB,1
1989,2009,23.0,Nicholls St.,1.778,81.19303423,4.35,92.71,15.0,307.34,6.77,4.1,defense,defensive_back,CB,1
1990,2014,22.0,North Carolina,1.9812,123.3771246,4.72,90.17,22.0,327.66,7.2,4.33,defense,defensive_lineman,DE,1
1991,2016,21.0,Oklahoma St.,1.778,82.10021897,4.58,90.17,14.0,307.34,6.94,4.31,defense,defensive_back,CB,0
1992,2013,22.0,Connecticut,1.8542,109.3157612,4.57,96.52,30.0,314.96,,,defense,line_backer,OLB,1
1993,2011,22.0,Iowa,1.905,124.7379018,4.85,,22.0,,,,defense,defensive_lineman,DE,1
1994,2016,,North Carolina St.,1.9558,112.4909078,4.9,74.93,,269.24,,,offense,backs_receivers,TE,0
1995,2013,23.0,Howard,1.8796,108.4085764,4.87,83.82,17.0,299.72,7.28,4.47,defense,line_backer,ILB,0
1996,2009,22.0,Mississippi,1.9304,140.1600423,5.16,77.47,21.0,261.62,7.81,4.6,offense,offensive_lineman,OT,1
1997,2017,,Maryland,1.7018,81.6466266,,,15.0,,,,defense,defensive_back,CB,0
1998,2017,23.0,USC,2.032,160.1181066,5.58,59.69,22.0,233.68,8.31,5.21,offense,offensive_lineman,OG,1
1999,2013,21.0,Florida,1.778,94.34721296,4.43,90.17,17.0,299.72,,,defense,defensive_back,SS,1
2000,2014,23.0,Clemson,1.8542,100.6975061,4.84,77.47,,269.24,7.33,4.23,offense,backs_receivers,QB,1
2001,2013,24.0,Alabama,1.8796,132.9025644,5.23,,,,,,defense,defensive_lineman,DE,0
2002,2013,,Nevada,1.8034,95.2543977,4.53,85.09,17.0,297.18,6.95,4.18,defense,defensive_back,CB,0
2003,2015,22.0,Utah,1.8542,84.82177319,4.54,,13.0,,,,offense,backs_receivers,WR,0
2004,2017,22.0,Arkansas,1.8796,108.8621688,4.79,74.93,18.0,292.1,6.8,4.25,defense,line_backer,ILB,0
2005,2014,20.0,Mississippi,1.8796,100.2439138,4.4,100.33,13.0,335.28,7.02,4.3,offense,backs_receivers,WR,1
2006,2018,22.0,SMU,1.8034,92.07925111,4.55,85.09,17.0,294.64,6.91,4.19,offense,backs_receivers,WR,1
2007,2019,21.0,Florida,1.9558,141.5208194,,,24.0,,,,offense,offensive_lineman,OT,1
2008,2010,21.0,Iowa,1.8034,88.45051215,4.52,88.9,,294.64,,,defense,defensive_back,CB,1
2009,2017,22.0,Pittsburgh,1.8796,102.5118756,4.82,78.74,,279.4,7.14,4.31,offense,backs_receivers,QB,1
2010,2016,23.0,Utah,1.778,89.81128926,4.86,,,,,,special_teams,kicking_specialist,P,0
2011,2017,22.0,LSU,1.8288,105.2334298,4.58,87.63,18.0,309.88,6.89,4.21,defense,line_backer,OLB,1
2012,2015,24.0,Texas A&M,1.8288,97.97595192,5.16,,,,,,special_teams,kicking_specialist,K,0
2013,2013,23.0,Penn St.,1.8796,110.2229459,4.83,,28.0,,,,defense,line_backer,OLB,1
2014,2009,,Arizona St.,1.8288,104.7798375,5.0,,15.0,297.18,,,defense,line_backer,ILB,0
2015,2015,23.0,Colorado St.,1.8796,96.61517481,4.75,,,,,,offense,backs_receivers,QB,1
2016,2012,21.0,Washington,1.8796,157.8501448,5.3,66.04,35.0,261.62,,,defense,defensive_lineman,DT,1
2017,2019,22.0,USC,1.8542,93.89362059,4.53,,16.0,,,,defense,defensive_back,CB,1
2018,2018,22.0,Arizona St.,1.9558,138.3456729,5.32,68.58,28.0,256.54,7.92,4.86,offense,offensive_lineman,OG,1
2019,2016,,Louisiana St,1.8542,77.56429527,4.49,90.17,,307.34,,,defense,defensive_back,CB,0
2020,2015,,TCU,1.8288,88.45051215,4.81,81.28,,279.4,7.12,4.2,defense,defensive_back,FS,0
2021,2017,22.0,Tennessee,1.8034,85.27536556,4.52,86.36,11.0,304.8,6.81,,defense,defensive_back,CB,1
2022,2017,21.0,Louisville,1.8288,105.6870222,4.92,74.93,23.0,284.48,7.28,4.56,defense,line_backer,ILB,0
2023,2014,21.0,Notre Dame,1.9812,122.4699399,4.84,81.28,27.0,289.56,7.57,4.55,offense,backs_receivers,TE,1
2024,2016,23.0,Mississippi St.,1.8288,87.08973504,4.58,85.09,14.0,,,,defense,defensive_back,CB,0
2025,2017,24.0,Alabama,1.8288,91.17206637,,,10.0,,,,defense,defensive_back,SS,1
2026,2016,,San Jose St.,1.8288,89.81128926,4.73,81.28,19.0,297.18,,,defense,defensive_back,CB,0
2027,2019,22.0,Iowa St.,1.9558,102.965468,4.48,91.44,18.0,325.12,,,offense,backs_receivers,WR,1
2028,2013,21.0,Oklahoma,1.8034,96.61517481,4.75,,16.0,,,,defense,defensive_back,FS,0
2029,2016,23.0,Ohio St.,1.9812,116.5732391,4.76,77.47,17.0,281.94,7.05,4.2,offense,backs_receivers,TE,1
2030,2017,,Tennessee St.,1.9304,144.2423737,4.98,72.39,23.0,274.32,,,offense,offensive_lineman,OG,0
2031,2011,,Oregon St.,1.8796,137.8920805,5.36,67.31,24.0,226.06,7.67,4.62,offense,offensive_lineman,C,0
2032,2015,,Colorado St.,1.8288,95.2543977,5.02,,,,,,special_teams,kicking_specialist,K,0
2033,2010,22.0,Indiana,1.8542,117.9340162,5.05,83.82,26.0,281.94,7.5,4.74,defense,defensive_lineman,DE,1
2034,2009,22.0,Nebraska,2.0066,126.5522712,4.9,78.74,20.0,269.24,7.75,4.48,defense,defensive_lineman,DE,0
2035,2014,22.0,San Diego St.,1.778,87.54332741,4.71,90.17,15.0,297.18,7.08,4.22,defense,defensive_back,SS,1
2036,2013,22.0,Pittsburgh,1.7526,90.26488163,4.8,82.55,18.0,284.48,7.17,4.21,offense,backs_receivers,RB,0
2037,2014,22.0,Penn St.,1.9304,146.0567431,5.35,69.85,25.0,256.54,7.73,4.78,defense,defensive_lineman,DT,1
2038,2010,21.0,Fresno St.,1.8034,100.2439138,4.43,92.71,26.0,304.8,7.2,4.54,offense,backs_receivers,RB,0
2039,2009,22.0,Iowa,1.8542,127.0058636,4.81,85.09,23.0,276.86,7.6,4.58,defense,defensive_lineman,DT,0
2040,2011,23.0,South Carolina,1.9304,97.97595192,4.53,85.09,15.0,299.72,7.05,4.25,offense,backs_receivers,WR,0
2041,2019,21.0,Alabama,1.778,99.7903214,,,,,,,offense,backs_receivers,RB,1
2042,2018,21.0,Alabama,1.8542,91.17206637,4.46,83.82,14.0,307.34,,,defense,defensive_back,DB,1
2043,2018,22.0,Penn St.,1.8542,92.07925111,,87.63,,299.72,6.84,4.15,offense,backs_receivers,WR,1
2044,2018,,Penn St.,1.7526,86.1825503,4.44,86.36,15.0,302.26,6.51,3.94,defense,defensive_back,CB,0
2045,2018,23.0,Tulane,1.8288,81.6466266,4.32,,15.0,,,,defense,defensive_back,CB,1
2046,2011,22.0,Arkansas,2.0066,114.7588696,5.37,60.96,,261.62,,,offense,backs_receivers,QB,1
2047,2011,23.0,USC,1.8034,83.91458845,4.41,87.63,16.0,287.02,,,defense,defensive_back,CB,1
2048,2011,21.0,Florida,1.9558,137.4384881,5.12,63.5,,243.84,7.66,4.64,offense,offensive_lineman,OG,1
2049,2017,21.0,Colorado,1.8288,91.62565874,4.43,87.63,16.0,335.28,6.81,4.14,defense,defensive_back,CB,1
2050,2014,21.0,Washington,1.9558,118.8412009,4.75,,20.0,,,,offense,backs_receivers,TE,1
2051,2009,22.0,USC,1.8542,102.965468,4.75,,32.0,,,,defense,line_backer,OLB,1
2052,2013,24.0,Wisconsin,1.8542,106.1406146,4.75,,,,,,defense,line_backer,OLB,0
2053,2010,22.0,Oklahoma,1.8542,103.8726527,4.59,105.41,27.0,314.96,,,defense,line_backer,OLB,1
2054,2012,,Arizona St.,1.905,102.965468,4.54,90.17,,287.02,,4.15,offense,backs_receivers,WR,0
2055,2009,23.0,Southern Miss,1.9558,108.8621688,4.52,83.82,19.0,292.1,6.96,4.46,offense,backs_receivers,TE,1
2056,2013,,Fresno St.,1.6764,86.1825503,4.8,86.36,15.0,289.56,6.97,4.25,offense,backs_receivers,RB,0
2057,2010,23.0,Ohio St.,1.8542,91.62565874,4.94,,,,,,special_teams,kicking_specialist,K,0
2058,2010,21.0,Tennessee,1.8288,95.70799007,4.4,109.22,19.0,330.2,6.8,4.23,defense,defensive_back,FS,1
2059,2013,,Ohio St.,1.905,109.3157612,4.88,88.9,24.0,287.02,6.99,4.44,defense,line_backer,OLB,0
2060,2009,,Ohio St.,1.8542,108.4085764,4.51,93.98,30.0,287.02,6.98,4.12,defense,line_backer,OLB,1
2061,2016,23.0,Penn St.,1.9304,125.6450865,4.81,77.47,28.0,276.86,7.63,4.39,defense,defensive_lineman,DT,1
2062,2014,22.0,North Dakota St.,1.9558,142.8815966,5.16,71.12,25.0,274.32,7.92,4.71,offense,offensive_lineman,OT,1
2063,2019,,Buffalo,2.0066,112.9445001,4.59,87.63,,304.8,7.09,4.28,offense,backs_receivers,QB,0
2064,2018,,Texas A&M,1.905,95.70799007,,,,,,,special_teams,kicking_specialist,P,0
2065,2018,21.0,Central Florida,1.8034,86.63614267,4.53,90.17,20.0,322.58,6.7,4.13,defense,defensive_back,CB,1
2066,2015,20.0,Michigan,1.9304,105.2334298,4.7,97.79,17.0,309.88,,,offense,backs_receivers,WR,1
2067,2013,20.0,Oklahoma,1.8288,87.99691978,4.38,85.09,16.0,314.96,,4.35,offense,backs_receivers,WR,1
2068,2014,21.0,Texas Tech,1.9558,120.2019781,4.74,83.82,28.0,299.72,7.42,4.3,offense,backs_receivers,TE,1
2069,2017,21.0,Texas A&M,1.9558,110.2229459,4.69,71.12,17.0,307.34,7.46,4.33,offense,backs_receivers,WR,0
2070,2018,22.0,Arizona,1.8542,93.44002822,4.41,97.79,25.0,307.34,6.89,4.24,defense,defensive_back,S,1
2071,2017,21.0,Houston,1.905,112.0373154,4.65,95.25,21.0,322.58,6.75,,defense,line_backer,OLB,1
2072,2011,22.0,Miami (FL),1.8542,94.80080533,4.4,91.44,14.0,297.18,6.94,4.21,offense,backs_receivers,WR,1
2073,2018,23.0,Ohio St.,1.905,112.0373154,4.81,83.82,,297.18,7.28,4.51,offense,backs_receivers,TE,0
2074,2015,21.0,Virginia,1.905,112.0373154,4.6,88.9,,312.42,7.07,4.16,defense,line_backer,OLB,1
2075,2018,21.0,Pittsburgh,1.7526,81.6466266,4.39,93.98,13.0,317.5,6.51,4.0,defense,defensive_back,CB,1
2076,2012,21.0,Notre Dame,1.778,101.1510985,4.58,,20.0,,,,offense,backs_receivers,RB,0
2077,2017,22.0,Minnesota,1.778,90.718474,4.28,95.25,13.0,314.96,7.06,4.22,defense,defensive_back,CB,1
2078,2016,20.0,Notre Dame,1.8796,101.1510985,4.67,,,,,,defense,line_backer,OLB,1
2079,2009,23.0,Richmond,1.8796,120.6555704,4.53,88.9,28.0,304.8,7.46,4.43,defense,defensive_lineman,DE,1
2080,2015,,South Dakota St.,1.8034,101.1510985,4.6,104.14,25.0,307.34,7.08,4.14,offense,backs_receivers,FB,0
2081,2010,,LSU,1.8542,95.70799007,4.56,83.82,13.0,292.1,7.24,4.42,defense,defensive_back,SS,0
2082,2010,23.0,Maryland,1.8034,92.53284348,4.42,,,,,,defense,defensive_back,CB,1
2083,2011,22.0,Virginia Tech,1.778,87.08973504,4.41,78.74,13.0,294.64,6.69,4.06,defense,defensive_back,CB,0
2084,2016,21.0,San Diego St.,2.0066,149.2318897,5.42,58.42,17.0,233.68,8.36,5.12,offense,offensive_lineman,OT,0
2085,2014,,BYU,1.8542,104.7798375,4.82,,,,,,defense,line_backer,ILB,0
2086,2010,22.0,Northwestern,1.9812,122.4699399,4.92,,20.0,,,,defense,defensive_lineman,DE,1
2087,2013,22.0,Florida St.,1.7018,87.08973504,4.42,,21.0,,,,offense,backs_receivers,RB,1
2088,2010,22.0,Boise St.,1.778,87.99691978,4.43,,25.0,,,,defense,defensive_back,CB,1
2089,2018,,Southern Miss,1.8542,96.16158244,4.56,86.36,13.0,312.42,,,offense,backs_receivers,WR,0
2090,2019,24.0,North Carolina St.,1.9304,96.61517481,4.73,77.47,,294.64,7.2,4.2,offense,backs_receivers,QB,1
2091,2017,21.0,Notre Dame,1.9304,105.6870222,4.83,77.47,,271.78,7.4,4.53,offense,backs_receivers,QB,1
2092,2016,21.0,Ohio St.,1.905,136.5313034,5.17,68.58,21.0,251.46,8.06,4.79,defense,defensive_lineman,DT,1
2093,2009,22.0,Georgia,1.905,124.7379018,4.94,80.01,19.0,271.78,7.4,4.58,defense,defensive_lineman,DE,1
2094,2009,,Utah,1.7272,79.83225712,4.82,,,,,,special_teams,kicking_specialist,K,0
2095,2012,21.0,Texas,1.8796,107.9549841,4.64,90.17,24.0,299.72,,,defense,line_backer,OLB,1
2096,2011,,Miami (FL),1.778,92.98643585,4.6,,18.0,289.56,6.66,4.03,offense,backs_receivers,RB,0
2097,2018,,Wake Forest,1.8796,88.45051215,4.5,90.17,,297.18,6.78,4.26,defense,defensive_back,S,0
2098,2010,22.0,South Carolina,2.0066,135.6241186,4.98,91.44,26.0,284.48,7.69,,defense,defensive_lineman,DE,1
2099,2014,23.0,Oregon St.,1.778,85.72895793,4.51,95.25,20.0,312.42,6.72,4.0,defense,defensive_back,CB,0
2100,2009,22.0,Tennessee St.,1.7526,101.1510985,4.51,85.09,25.0,294.64,,,offense,backs_receivers,RB,1
2101,2012,21.0,Ohio St.,1.8796,95.70799007,4.39,92.71,14.0,312.42,7.03,4.15,offense,backs_receivers,WR,1
2102,2017,,Illinois St.,1.9558,141.5208194,5.44,64.77,18.0,254.0,8.02,4.75,offense,offensive_lineman,OG,0
2103,2010,21.0,Oklahoma,1.9558,142.8815966,4.81,87.63,23.0,287.02,7.64,4.63,offense,offensive_lineman,OT,1
2104,2016,,North Carolina St.,1.8288,98.42954429,4.75,78.74,12.0,294.64,6.85,4.21,offense,backs_receivers,RB,0
2105,2010,21.0,Georgia Tech,1.905,120.6555704,4.77,86.36,,284.48,7.12,4.43,defense,defensive_lineman,DE,1
2106,2009,22.0,Arkansas,1.9304,142.8815966,5.16,74.93,15.0,254.0,7.93,4.93,offense,offensive_lineman,OT,0
2107,2015,23.0,Baylor,1.905,104.3262451,4.87,86.36,,307.34,6.91,4.13,offense,backs_receivers,QB,1
2108,2009,22.0,Oregon,1.9558,140.1600423,5.26,62.23,22.0,236.22,7.39,4.5,offense,offensive_lineman,C,1
2109,2019,23.0,West Virginia,1.8796,98.42954429,4.84,86.36,,284.48,7.09,4.28,offense,backs_receivers,QB,1
2110,2016,,Miami (FL),1.9558,133.8097492,5.01,63.5,26.0,269.24,7.32,4.58,defense,defensive_lineman,DE,0
2111,2012,22.0,Notre Dame,1.905,99.7903214,4.4,92.71,16.0,309.88,,,offense,backs_receivers,WR,1
2112,2014,23.0,Texas,1.905,122.0163475,5.02,,,,,,defense,defensive_lineman,DT,0
2113,2019,21.0,Mississippi,1.8288,102.5118756,4.49,92.71,19.0,304.8,,,offense,backs_receivers,WR,1
2114,2018,,Florida St.,1.9304,111.583723,4.65,97.79,,309.88,,,defense,line_backer,OLB,0
2115,2019,21.0,Vanderbilt,1.9304,95.70799007,4.64,,17.0,,,,defense,defensive_back,CB,0
2116,2017,23.0,Michigan St.,1.8796,102.5118756,,80.01,20.0,294.64,,,defense,line_backer,ILB,0
2117,2012,22.0,LSU,1.8034,85.27536556,4.5,87.63,,299.72,7.01,4.12,defense,defensive_back,CB,1
2118,2015,23.0,Baylor,1.778,94.80080533,4.44,,,,,,offense,backs_receivers,WR,0
2119,2017,21.0,Georgia St.,1.905,99.33672903,4.44,104.14,19.0,345.44,6.82,4.28,offense,backs_receivers,WR,1
2120,2017,22.0,Temple,1.9304,142.4280042,5.11,66.04,26.0,269.24,7.3,4.78,offense,offensive_lineman,OG,1
2121,2013,20.0,Ohio St.,1.905,145.1495584,5.31,66.04,,264.16,7.59,4.61,defense,defensive_lineman,DT,1
2122,2009,,Nebraska,1.8034,97.97595192,4.5,85.09,18.0,289.56,7.1,,offense,backs_receivers,RB,0
2123,2016,,Georgia,1.9304,129.2738255,5.23,76.2,20.0,281.94,7.46,4.73,defense,defensive_lineman,DE,0
2124,2013,23.0,Baylor,1.8796,94.34721296,4.52,82.55,11.0,302.26,7.01,4.32,offense,backs_receivers,WR,1
2125,2013,23.0,Miami (OH),1.905,104.7798375,4.81,,,,,,offense,backs_receivers,QB,1
2126,2019,22.0,South Carolina,1.8034,87.54332741,4.52,86.36,12.0,297.18,,4.25,defense,defensive_back,CB,1
2127,2018,23.0,Mississippi,1.8542,97.97595192,,91.44,16.0,297.18,,4.27,offense,backs_receivers,RB,1
2128,2017,23.0,North Carolina,1.9304,100.2439138,4.53,,,,,,offense,backs_receivers,WR,1
2129,2018,,North Dakota St.,1.905,113.8516849,4.85,74.93,18.0,284.48,7.09,4.23,defense,line_backer,OLB,0
2130,2018,21.0,Ohio St.,1.8542,103.8726527,4.53,92.71,22.0,320.04,,,defense,line_backer,OLB,1
2131,2010,22.0,Purdue,1.8288,81.6466266,4.37,99.06,8.0,314.96,,,defense,defensive_back,CB,0
2132,2019,21.0,Iowa St.,1.778,100.6975061,4.63,72.39,15.0,307.34,,,offense,backs_receivers,RB,1
2133,2011,22.0,Georgia,1.8796,112.0373154,4.87,90.17,23.0,294.64,7.13,4.4,offense,backs_receivers,FB,1
2134,2009,,LSU,1.8796,129.7274178,5.39,,25.0,,,,offense,offensive_lineman,C,0
2135,2011,23.0,Marshall,1.9812,120.6555704,4.94,73.66,25.0,274.32,7.13,4.28,offense,backs_receivers,TE,1
2136,2011,,Florida Atlantic,1.9558,98.88313666,4.83,78.74,,289.56,6.87,4.16,offense,backs_receivers,QB,0
2137,2015,23.0,North Dakota St.,1.8288,98.42954429,4.62,101.6,15.0,317.5,7.15,4.25,offense,backs_receivers,RB,0
2138,2012,22.0,Arizona,1.778,87.08973504,4.52,87.63,18.0,294.64,6.87,4.0,defense,defensive_back,CB,1
2139,2013,21.0,Boston Col.,2.0066,142.8815966,5.46,63.5,22.0,266.7,7.9,4.81,offense,offensive_lineman,OT,0
2140,2010,,Minnesota,1.8796,112.0373154,4.88,86.36,17.0,274.32,7.27,4.4,defense,line_backer,ILB,0
2141,2014,23.0,Lindenwood,1.8542,89.81128926,4.59,88.9,11.0,337.82,6.86,4.3,defense,defensive_back,CB,1
2142,2009,,West Virginia,1.905,147.4175203,5.28,68.58,24.0,233.68,7.96,5.07,offense,offensive_lineman,OG,0
2143,2019,,UCLA,1.9304,135.6241186,5.32,73.66,21.0,266.7,8.0,4.84,offense,offensive_lineman,OT,0
2144,2009,22.0,LSU,1.8542,111.583723,4.72,81.28,16.0,292.1,,,offense,backs_receivers,FB,1
2145,2015,21.0,Mississippi,1.7526,79.83225712,4.46,85.09,15.0,304.8,6.81,4.2,defense,defensive_back,CB,1
2146,2012,20.0,Toledo,1.7526,84.36818082,4.5,76.2,15.0,284.48,6.95,3.98,offense,backs_receivers,WR,0
2147,2010,21.0,SMU,1.7526,87.99691978,4.53,91.44,14.0,297.18,,,offense,backs_receivers,RB,0
2148,2016,22.0,Arizona,1.905,94.80080533,4.65,85.09,9.0,,6.99,4.14,offense,backs_receivers,WR,0
2149,2009,,South Florida,1.8288,93.44002822,4.49,90.17,18.0,307.34,7.37,4.24,offense,backs_receivers,WR,0
2150,2016,,West Virginia,1.905,99.33672903,5.05,,,,,,special_teams,kicking_specialist,P,0
2151,2015,,Arkansas,1.9304,115.6660544,4.72,,15.0,,,,offense,backs_receivers,TE,0
2152,2013,24.0,Rutgers,1.8542,109.3157612,4.71,76.2,17.0,294.64,7.58,4.2,defense,line_backer,OLB,1
2153,2015,21.0,Tennessee,1.8034,83.91458845,4.53,95.25,20.0,314.96,6.61,3.98,defense,defensive_back,CB,0
2154,2019,22.0,Auburn,1.8542,86.1825503,4.39,102.87,11.0,342.9,7.0,4.15,offense,backs_receivers,WR,1
2155,2017,23.0,Michigan,1.9558,135.1705263,,,23.0,,,,defense,defensive_lineman,DT,1
2156,2011,22.0,Ohio St.,1.905,140.1600423,5.4,,28.0,,7.57,4.75,offense,offensive_lineman,OG,0
2157,2012,21.0,Virginia,1.905,121.5627552,4.75,88.9,,266.7,7.2,4.38,defense,defensive_lineman,DE,1
2158,2016,21.0,LSU,1.8542,100.6975061,4.59,83.82,,304.8,,,defense,line_backer,OLB,1
2159,2015,,Florida,1.905,118.3876086,4.6,82.55,19.0,284.48,7.4,4.32,defense,line_backer,OLB,0
2160,2014,22.0,Coastal Carolina,1.8542,89.81128926,4.5,92.71,15.0,299.72,7.08,4.2,offense,backs_receivers,WR,1
2161,2019,22.0,Kentucky,1.778,92.98643585,,,,,,,defense,defensive_back,S,1
2162,2016,23.0,Iowa,1.8796,135.1705263,5.36,69.85,29.0,251.46,7.52,4.53,offense,offensive_lineman,C,1
2163,2013,23.0,Clemson,1.9304,125.1914941,4.87,80.01,26.0,289.56,,,defense,defensive_lineman,DE,1
2164,2010,22.0,USC,1.905,104.3262451,4.31,104.14,24.0,317.5,,,defense,defensive_back,FS,1
2165,2013,22.0,LSU,1.9304,125.6450865,4.8,83.82,,302.26,7.03,4.51,defense,defensive_lineman,DE,1
2166,2014,22.0,Stanford,1.9812,142.8815966,5.48,72.39,22.0,261.62,7.81,4.86,offense,offensive_lineman,OG,1
2167,2014,23.0,Pittsburg St.,1.778,81.19303423,4.34,92.71,,302.26,6.91,4.12,offense,backs_receivers,WR,1
2168,2011,23.0,Cincinnati,1.905,127.0058636,4.89,77.47,,279.4,7.22,4.14,offense,offensive_lineman,C,1
